person_id,person_name,start_date,end_date,parliament_id,party_id,party,party_subtitle,party_role,organisation_name,organisation_subtitle,organisation_role,area
353,OJAKOVO OBORO OMAVOWAN EVELYN,,,5097,3050,Peoples Democratic Party,"",Member,Uvwie Local Govt. Delta State,"",Executive Chairman,Delta
353,OJAKOVO OBORO OMAVOWAN EVELYN,2007-05-29,2019-05-29,3442,3050,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Okpe/Sapele/Uvwie
178,FEMI GBAJABIAMILA,2011-05-29,2019-05-29,3310,2738,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Surulere I
178,FEMI GBAJABIAMILA,2015-06,2019-05,6905,2738,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Majority Leader,
195,GOBIR IBRAHIM ABDULLAHI,2011-05-29,2014-01-29,3580,3131,Peoples Democratic Party,"",Member,Senate,"",Senator,SOKOTO EAST
195,GOBIR IBRAHIM ABDULLAHI,2014-01-29,2019-05-29,3580,5840,All Progressives Congress (APC),"",Member,Senate,"",Senator,SOKOTO EAST
493,Ibrahim Shehu Shema,2007-05-29,2015-05-29,5530,5531,Peoples Democratic Party,"",Member,"Katsina State, Nigeria","",Executive Governor,Katsina
725, NWAZUNKU CHUKWUMA ,,2019-06,6326,6325,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ebonyi/Ohaukwu
555,Clifford Ordia ,2015-06,2019-06,5857,5856,Peoples Democratic Party,"",Member,Senate,"",Senator,EDO CENTRAL
451,WAOGU NKECHI JUSTINA,2003,2007,3829,3169,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abuja
451,WAOGU NKECHI JUSTINA,2011-05-29,2015-05-29,3636,3169,Peoples Democratic Party,"",Member,Senate,"",Senator,ABIA CENTRAL
777,AISHATU JIBRIL DUKKU,,2019-06,6455,6454,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Dukku/Nafada
810, MUHAMMED D DANTANI,,2019-05,6538,6537,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Ngaski/Shanga/Yauri
842, Yuguda Hassan Kila,,2019-06,6632,6631,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Gwaram
858,OBASA TAJUDEEN,,2019-05,6669,6668,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ojo
893,YUSSUFF SULAIMON LASUN,,2019-06,6757,6756,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Irepodun/Olorunda/Orolu/Osogbo
897,OGUNWUYI SEGUN ,,2019-06,6768,6767,Labour Party,"",Member,Federal House of Representatives,"",Federal Representative,Ogbomoso North/Ogbomoso South/Orire
909,GYANG ISTIFANUS DUNG,,2019-06,6795,6794,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Barkin Ladi/Riyom
913,AWAJI INOMBEK ABIANTE,,2019-06,6804,6803,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Opobo/Nkoro/Andoni
340,NNENNA IJEOMA ELENDU-UKEJE,2011-05-29,2019-05-29,3432,3045,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Bende
415,SYLVESTER O OGBAGA,1999,2002,5299,3077,Peoples Democratic Party,"",Member,ABAKALIKI LOCAL GOVERNMENT AREA,"",Executive Chairman,Ebonyi
415,SYLVESTER O OGBAGA,2011-05-29,2019-05-29,3498,3077,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abakaliki/Izzi
726, EUCHARIA AZODO OKWUNNA,,2019-05,6328,6327,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Aguata
778,MUHAMMED ABUBAKAR,,2019-05,6458,6457,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Igabi
612,Sunday Peter,2015-05-29,2019-05-29,6007,6006,All Progressives Congress (APC),"",Member,Adamawa State House of Assembly,"",State Legislator,Guyuk
612,Sunday Peter,2015-05-29,2019-05-29,6008,6006,All Progressives Congress (APC),"",Member,Adamawa State House of Assembly,"",Deputy Speaker ,
618,Abdulmuminu Bala Fanti,2015-05-29,2019-05-29,6025,6024,All Progressives Congress (APC),"",Member,Bauchi House of Assembly,"",State Legislator,Pali
618,Abdulmuminu Bala Fanti,2015-05-29,2019-05-29,6026,6024,All Progressives Congress (APC),"",Member,Bauchi House of Assembly,"",Deputy Speaker ,
622,James Okefe Ejembi,2015-05-29,2019-05-29,6037,6036,Peoples Democratic Party,"",Member,Benue State House of Assembly,"",State Legislator,Okpokwu
622,James Okefe Ejembi,2015-05-29,2019-05-29,6038,6036,Peoples Democratic Party,"",Member,Benue State House of Assembly,"",Deputy Speaker ,
633,Kolawole Oluwawole,2015-05-29,2019-05-29,6070,6069,Peoples Democratic Party,"",Member,Ekiti State House of Assembly,"",State Legislator,Moba I
633,Kolawole Oluwawole,2015-05-29,2019-05-29,6071,6069,Peoples Democratic Party,"",Member,Ekiti State House of Assembly,"",Speaker,
641,Idris Garba,2015-05-29,2019-05-29,6094,6093,All Progressives Congress (APC),"",Member,Jigawa State House of Assembly,"",State Legislator,Jahun
641,Idris Garba,2015-05-29,2019-05-29,6095,6093,All Progressives Congress (APC),"",Member,Jigawa State House of Assembly,"",Speaker,
645,Kabiru Alhassan Rurum,2015-05-29,2019-05-29,6106,6105,All Progressives Congress (APC),"",Member,Kano State House of Assembly,"",State Legislator,Rano
645,Kabiru Alhassan Rurum,2015-05-29,2019-05-29,6107,6105,All Progressives Congress (APC),"",Member,Kano State House of Assembly,"",Speaker,
650,Mohammed Buhari Aliero,2015-05-29,2019-05-29,6121,6120,All Progressives Congress (APC),"",Member,Kebbi State House of Assembly,"",State Legislator,Aliero
650,Mohammed Buhari Aliero,2015-05-29,2019-05-29,6122,6120,All Progressives Congress (APC),"",Member,Kebbi State House of Assembly,"",Deputy Speaker ,
656,Ibrahim Balarabe,2015-05-29,2019-05-29,6142,6141,All Progressives Congress (APC),"",Member,Nasarawa State House of Assembly,"",State Legislator,Umaisha/Ugya
656,Ibrahim Balarabe,2015-05-29,2019-05-29,6143,6141,All Progressives Congress (APC),"",Member,Nasarawa State House of Assembly,"",Speaker,
661,Olakunle Oluomo,2015-05-29,2019-05-29,6157,6156,All Progressives Congress (APC),"",Member,Ogun State House of Assembly,"",State Legislator,Ifo I
661,Olakunle Oluomo,2015-05-29,2019-05-29,6158,6156,All Progressives Congress (APC),"",Member,Ogun State House of Assembly,"",Deputy Speaker ,
666,Adesina Michael Adeyemo,2015-05-29,2019-05-29,6172,6171,All Progressives Congress (APC),"",Member,Oyo State House of Assembly,"",State Legislator,Ibarapa East
666,Adesina Michael Adeyemo,2015-05-29,2019-05-29,6173,6171,All Progressives Congress (APC),"",Member,Oyo State House of Assembly,"",Speaker,
670,Ikuinyi-Owaji Ibani,2015-05-29,2019-05-29,6184,6183,Peoples Democratic Party,"",Member,Rivers State House Of Assembly ,"",State Legislator,Andoni
670,Ikuinyi-Owaji Ibani,2015-05-29,2019-05-29,6185,6183,Peoples Democratic Party,"",Member,Rivers State House Of Assembly ,"",Speaker,
369,PALLY ISUMAFE OBOKHUAIME IRIASE,1999,2003,5147,2762,Action Congress of Nigeria,"",Member,Edo State House Of Assembly,"",Member,Edo
369,PALLY ISUMAFE OBOKHUAIME IRIASE,1999,2003,5148,2762,Action Congress of Nigeria,"",Member,Edo State House Of Assembly,"",Deputy Speaker ,Edo
369,PALLY ISUMAFE OBOKHUAIME IRIASE,2004,2007,5149,2762,Action Congress of Nigeria,"",Member,Owan East Local Government ,ALGON Chairman,Chairman,Edo
369,PALLY ISUMAFE OBOKHUAIME IRIASE,2011-05-29,2013-07-30,3454,2762,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Owan East/Owan West
369,PALLY ISUMAFE OBOKHUAIME IRIASE,2013-07-31,2019-05-29,3454,5618,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Owan East/Owan West
175,JAMES ABIODUN FALEKE,,2013-07-30,4523,2736,Action Congress of Nigeria,"",Member,OJODU LOCAL COUNCIL DEV.AREA OF IKEJA L.G.A,"",Chairman,Lagos State
175,JAMES ABIODUN FALEKE,2011-05-29,2013-07-30,3307,2736,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Ikeja
175,JAMES ABIODUN FALEKE,2013-07-31,2019-05-29,3307,5593,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ikeja
175,JAMES ABIODUN FALEKE,2013-07-31,,4523,5593,All Progressives Congress (APC),"",Member,OJODU LOCAL COUNCIL DEV.AREA OF IKEJA L.G.A,"",Chairman,Lagos State
551,Ighoyota Amori,2015-05-29,2019-05-29,5849,5848,Peoples Democratic Party,"",Member,Senate,"",Senator,DELTA CENTRAL
556,Mathew A. Urhoghide,2015-06,2019-06,5859,5858,Peoples Democratic Party,"",Member,Senate,"",Senator,EDO SOUTH
579,Fatimat Raji-Rasaki ,2015-05-29,2019-05-29,5929,5928,Peoples Democratic Party,"",Member,Senate,"",Senator,Ekiti CENTRAL
727, IFEANYI CHRIS EMEKA AZUBAGO,,2019-05,6332,6331,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Nnewi North/Nnewi South/Ekwusigo
779,KHAMISU AHMED MAILANTARKI,,2019-06,6460,6459,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Gombe/Kwami/Funakaye
812,MUNIR UTHMAN MOHAMMED,,2019-05,6542,6541,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Argungu/Augie
424,TUKUR BELLO MOHAMMED,,,3885,3157,Peoples Democratic Party,"",Member,National Assembly,Media and Public Affairs Committee,Vice-Chairman,
424,TUKUR BELLO MOHAMMED,1999,2007,3809,3157,Peoples Democratic Party,"",Member,"Adamawa State, Nigeria","",Deputy Governor,Adamawa
424,TUKUR BELLO MOHAMMED,2011-05-29,2015-05-29,3623,3157,Peoples Democratic Party,"",Member,Senate,"",Senator,ADAMAWA CENTRAL
509,Abdul-Aziz Yari Abubakar,2011-05-29,2013-07-30,5563,5564,All Nigeria Peoples Party,"",Member,"Zamfara State, Nigeria","",Executive Governor,Zamfara
509,Abdul-Aziz Yari Abubakar,2013-07-31,2019-05-29,5563,5567,All Progressives Congress (APC),"",Member,"Zamfara State, Nigeria","",Executive Governor,Zamfara
71,ALIYU A.A. SHEHU,2011-05-29,2014,3227,2920,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Dange-Shuni/Bodinga/Tureta
71,ALIYU A.A. SHEHU,2014,2019-05-29,3227,6593,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Dange-Shuni/Bodinga/Tureta
844,SIDI YAKUBU,,2019-05,6637,6636,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Machina/Nguru/Yusufari/Karasuwa
860,ADARANIJO TAOFEEK ABIODUN,,2019-05,6673,6672,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Agege
903,ADEDAPO LAM-ADESINA,,2019-06,6782,6781,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Ibadan North East/Ibadan South East
338,NKIRUKA ONYEJEOCHA,,2011-05-29,5036,3043,Peoples Democratic Party,"",Member,Ummunneochi L.G.A.,"",Chairman,Abia
338,NKIRUKA ONYEJEOCHA,2011-05-29,2019-05-29,3430,3043,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Isuikwuato/Umunneochi
92,ASADU PATRICK OZIOKOJA,2011-05-29,2019-05-29,3240,2931,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Nsukka/Igbo-Eze South
142,CHUKWUDI JONES VICTOR ONYERERI,2011-05-29,2019-05-29,3280,2956,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Isu/Njaba/Nkwerre/Nwangele
552,Samuel Egwu,1999,2007,5921,5850,Peoples Democratic Party,"",Member,"Ebonyi State, Nigeria","",Executive Governor,
507,Danbaba Suntai,2011,2015-05-29,5559,5560,Peoples Democratic Party,"",Member,"Taraba State, Nigeria","",Executive Governor,Taraba
145,CHUKWUMERIJE UCHE,2011-05-29,2015-05-29,3567,3122,Peoples Democratic Party,"",Member,Senate,"",Senator,ABIA NORTH
570,Lynda Chuba-Ikpeazu,2015-06-25,2019-05-29,5903,5902,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Onitsha North/Onitsha South
728, ANAYO EDWIN,,2019-06,6335,6334,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ezza North/Ishelu
252,Jibrilla Bindow,2011-05-29,2014-01-29,3593,3139,Peoples Democratic Party,"",Member,Senate,"",Senator,ADAMAWA NORTH
252,Jibrilla Bindow,2014-01-29,2015-05-29,3593,5838,All Progressives Congress (APC),"",Member,Senate,"",Senator,ADAMAWA NORTH
252,Jibrilla Bindow,2015-05-29,2019-05-29,5839,5838,All Progressives Congress (APC),"",Member,"Adamawa State, Nigeria","",Executive Governor,Adamawa
813,SALISU GARBA KOKO,,2019-05,6544,6543,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Koko-Besse/Maiyama
830,ABDUSSAMAD DASUKI,,2019-05,6596,6595,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Kebbe/Tambuwal
218,IBRAHIM ABU,2011-05-29,2013-07-30,3587,2877,Congress for Progressive Change,"",Member,Senate,"",Senator,Katsina (K) SOUTH
218,IBRAHIM ABU,2013-07-31,2019-05-29,3587,5724,All Progressives Congress (APC),"",Member,Senate,"",Senator,Katsina (K) SOUTH
569,Idu Emeka Obiajulu,2015-05-29,2015-06-25,5901,5900,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Onitsha North/Onitsha South
300,EMMANUEL PAULKER IZIBEFIEN,2011-05-29,2019-05-29,3610,3152,Peoples Democratic Party,"",Member,Senate,"",Senator,BAYELSA CENTRAL
845,OLUFEMI BANDELE ADEBANJO,,2019-05,6640,6639,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Alimosho
861,ELIJAH OLUWATAYO ADEWALE,,2019-05,6675,6674,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Ifako Ijaye
568,Adekoya Adesegun Abdul-Majeed,,2019-06,5898,5897,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ijebu North/Ijebu East/Ogun Waterside
904,PRINCE AKEEM ADENIYI ADEYEMI,,2019-06,6784,6783,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Afijio/Oyo East/Oyo West/ Atiba
553,Ogba Obinna,2015-06,2019-06,5853,5852,Peoples Democratic Party,"",Member,Senate,"",Senator,Ebonyi CENTRAL
138,CHRISTOPHER OMOWORARE BABAJIDE,2011-05-29,2013-07-30,3565,2783,Action Congress of Nigeria,"",Member,Senate,"",Senator,OSUN EAST
138,CHRISTOPHER OMOWORARE BABAJIDE,2013-07-31,2019-05-29,3565,5639,All Progressives Congress (APC),"",Member,Senate,"",Senator,OSUN EAST
729,ANOHU CHUKWUEMEKA REGINALD,,2019-05,6338,6337,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ihiala
781, UMAR YAKUBU BARDE,,2019-05,6464,6463,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Chikun/Kajuru
223,IBRAHIM BUKAR ABBA,2011-05-29,2013-07-30,3588,2827,All Nigeria Peoples Party,"",Member,Senate,"",Senator,YOBE EAST
223,IBRAHIM BUKAR ABBA,2013-07-31,2019-05-29,3588,5682,All Progressives Congress (APC),"",Member,Senate,"",Senator,YOBE EAST
818, Rabiu Garba Kaugama,,2019-06,6557,6556,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Mallam Madori/Kaugama
614,Effiong Bassey,,,6013,6012,Peoples Democratic Party,"",Member,Akwa Ibom State House of Assembly,"",State Legislator,Oron/Udung Uko
614,Effiong Bassey,,,6014,6012,Peoples Democratic Party,"",Member,Akwa Ibom State House of Assembly,"",Deputy Speaker ,
624,Danlami Gamandi,2015-05-29,2019-05-29,6043,6042,All Progressives Congress (APC),"",Member,Borno State House Of Assembly,"",State Legislator,Shani
624,Danlami Gamandi,2015-05-29,2019-05-29,6044,6042,All Progressives Congress (APC),"",Member,Borno State House Of Assembly,"",Deputy Speaker ,
192,GEMADE BARNABAS ANDYAR IYORHER,,2013,3842,3130,Peoples Democratic Party,"",Member,Congress for National Consensus,"",National Chairman,
192,GEMADE BARNABAS ANDYAR IYORHER,,2013,3813,3130,Peoples Democratic Party,"",Member,National Constitutional Conference,"",Elected member ,
192,GEMADE BARNABAS ANDYAR IYORHER,,2005,3832,3130,Peoples Democratic Party,"",Member,National Political Reform Conference,"",Member,
192,GEMADE BARNABAS ANDYAR IYORHER,1997,1998,3860,3130,Peoples Democratic Party,"",Member,Congress for National Consensus,"",National Treasurer,
192,GEMADE BARNABAS ANDYAR IYORHER,1999,2000,3813,3890,Peoples Democratic Party,"",National Chairman,National Constitutional Conference,"",Elected member ,
192,GEMADE BARNABAS ANDYAR IYORHER,1999,2000,3842,3890,Peoples Democratic Party,"",National Chairman,Congress for National Consensus,"",National Chairman,
192,GEMADE BARNABAS ANDYAR IYORHER,1999,2000,3832,3890,Peoples Democratic Party,"",National Chairman,National Political Reform Conference,"",Member,
192,GEMADE BARNABAS ANDYAR IYORHER,2011-05-29,2014,3578,3130,Peoples Democratic Party,"",Member,Senate,"",Senator,BENUE NORTH EAST
814, HUSSEINI SULEIMAN KANGIWA,,2019-05,6546,6545,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Arewa/Dandi
831, Usman Ibrahim Auyo,,2019-06,6599,6598,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Hadejia/Kafin Hausa
846,AYODEJI ADEBAYO JOSEPH,,2019-05,6642,6641,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Apapa
862,BABAJINMI ADEGOKE BENSON,,2019-05,6677,6676,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Ikorodu
905,OLADELE OLATUNBOSUN GEORGE,,2019-06,6786,6785,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Irepo/Orelope/Olorunsogo
917,EMEKENGWA BONIFACE SUNDAY,,2019-06,6814,6813,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ikwerre/Emohua
269,KINGSLEY SUNDAY EBENYI,1999,2004,4810,3015,Peoples Democratic Party,"",Member,Enugu State House Of Assembly,Isi - Uzo Constituency,Honourable Member,Enugu
269,KINGSLEY SUNDAY EBENYI,2011-05-29,2019-05-29,3379,3015,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Enugu East/Isi Uzo
921,SAMAILA SULEIMAN,2015,2019-05,6850,6849,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Kaduna North
75,ALIYU SANI MADAKI,,2014,4248,2922,Peoples Democratic Party,"",Member,SUG Kano State Polytechnic,"",President,Kano
75,ALIYU SANI MADAKI,,2014,4249,2922,Peoples Democratic Party,"",Member,SUG Federal Polytechnic Mubi,"",Secretary,Borno
75,ALIYU SANI MADAKI,2011-05-29,2014,3231,2922,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Dala
75,ALIYU SANI MADAKI,2014,2019-05-29,3231,6859,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Dala
75,ALIYU SANI MADAKI,2014,,4248,6859,All Progressives Congress (APC),"",Member,SUG Kano State Polytechnic,"",President,Kano
75,ALIYU SANI MADAKI,2014,,4249,6859,All Progressives Congress (APC),"",Member,SUG Federal Polytechnic Mubi,"",Secretary,Borno
59,AKINLADE ABDULKABIR ADEKUNLE ISIAQ,2011-05-29,2014,3218,2913,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Egbado South/Ipokia
59,AKINLADE ABDULKABIR ADEKUNLE ISIAQ,2014,2019-05-29,3218,6922,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Egbado South/Ipokia
362,OLUSEGUN DOKUN ODEBUNMI,,,5128,3052,Peoples Democratic Party,"",Member,Surulere Local Government,"",Chairman,
362,OLUSEGUN DOKUN ODEBUNMI,2011-05-29,2019-05-29,3449,3052,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ogo Oluwa/Surulere
730,OKECHUKWU NNAMDI  EZE,,2019-05,6341,6340,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Njikoka/Dunukofia/Anaocha
565,David Umaru,2015-04-14,2019-05-29,5886,5885,All Progressives Congress (APC),"",Member,Senate,"",Senator,NIGER EAST
782,MUHAMMAD MUSA SOBA,,2019-05,6466,6465,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Soba
935,AKINJO KOLADE VICTOR ,2015-05,2019-05,6927,6925,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Eseodo/Ilaje
815, Abubakar Hassan Fulata,,2019-06,6549,6548,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Birniwa/Guri/Kirikasamma
847, BOLAJI YUSUF AYINLA,,2019-05,6644,6643,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Mushin II Federal Constituency
863,BARR (MRS) RITA ORJI,,2019-05,6680,6679,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ajeromi/Ifelodun
906,OLATUBOSUN OLAJIDE BOLADALE,,2019-06,6788,6787,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Saki East/Saki West/Atigbo
445,UZOMA NKEM ABONTA,2007-05-29,2011-05-29,2579,3090,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
445,UZOMA NKEM ABONTA,2011-05-29,2019-05-29,3517,3090,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ukwa East/Ukwa West
188,GARBA DATTI MUHAMMAD,,2013-07-30,4573,2854,Congress for Progressive Change,"",Member,Kaduna State House Of Assembly,"",Member,Kaduna
188,GARBA DATTI MUHAMMAD,2007-05-29,2011-05-29,2340,2854,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,
188,GARBA DATTI MUHAMMAD,2011-05-29,2013-07-30,3317,2854,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Sabon Gari
188,GARBA DATTI MUHAMMAD,2013-07-31,2019-05-29,3317,5701,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Sabon Gari
188,GARBA DATTI MUHAMMAD,2013-07-31,,4573,5701,All Progressives Congress (APC),"",Member,Kaduna State House Of Assembly,"",Member,Kaduna
922,GARBA IBRAHIM MOHAMMED,2011,2019-05,6861,6860,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Gwale
42,ADEYINKA AYANTUNJI AJAYI,2011-05-29,2013-07-30,3206,2721,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Odo-Otin/Ifelodun/Boripe
42,ADEYINKA AYANTUNJI AJAYI,2013-07-31,2019-05-29,3206,5578,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Odo-Otin/Ifelodun/Boripe
557, Duro Faseyi,2015-05-29,2019-05-29,5861,5860,Peoples Democratic Party,"",Member,Senate,"",Senator,EKITI NORTH
127,BOROFFICE ROBERT AJAYI,2011-05-29,2013,3563,2887,Labour Party,"",Member,Senate,"",Senator,ONDO NORTH
127,BOROFFICE ROBERT AJAYI,2013,2019-05-29,3563,5887,All Progressives Congress (APC),"",Member,Senate,"",Senator,ONDO NORTH
635,Edward Uchenna Ubosi,2015-05-29,2019-05-29,6076,6075,Peoples Democratic Party,"",Member,Enugu State House Of Assembly,"",State Legislator,Enugu East I
635,Edward Uchenna Ubosi,2015-05-29,2019-05-29,6077,6075,Peoples Democratic Party,"",Member,Enugu State House Of Assembly,"",Speaker,
643,Aminu Abdullahi Shagali,2015-05-29,2019-05-29,6100,6099,All Progressives Congress (APC),"",Member,Kaduna State House Of Assembly,"",State Legislator,Sabon Gari (State)
643,Aminu Abdullahi Shagali,2015-05-29,2019-05-29,6101,6099,All Progressives Congress (APC),"",Member,Kaduna State House Of Assembly,"",Speaker,
256,JOHN ENOH OWAN ENOH,1999,2003,4763,3008,Peoples Democratic Party,"",Member,Cross River State House of Assembly,"",Member,
256,JOHN ENOH OWAN ENOH,2003,2007,4764,3008,Peoples Democratic Party,"",Member,House of Representatives,"",Member,
256,JOHN ENOH OWAN ENOH,2011-05-29,2015-05-29,3367,3008,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Obubra/Etung
256,JOHN ENOH OWAN ENOH,2015-05-29,2019-05-29,5843,3008,Peoples Democratic Party,"",Member,Senate,"",Senator,CROSS RIVER CENTRAL
292,MANAGER JAMES EBIOWOU,2011-05-29,2019-05-29,3608,3150,Peoples Democratic Party,"",Member,Senate,"",Senator,DELTA SOUTH
566,Biodun Christine Olujimi,,2019-05-29,5889,5888,Peoples Democratic Party,"",Member,Senate,"",Senator,Ekiti SOUTH
566,Biodun Christine Olujimi,,2006,5890,5888,Peoples Democratic Party,"",Member,"Ekiti State, Nigeria","",Deputy Governor,Ekiti
566,Biodun Christine Olujimi,2015-06,2019-06,7080,5888,Peoples Democratic Party,"",Member,Senate,"",Minority Whip,
197,GOJE MOHAMMED DANJUMA,,1998,3814,3132,Peoples Democratic Party,"",Member,Gombe Central,"",Elected Senator,Gombe
197,GOJE MOHAMMED DANJUMA,,1983,3833,3132,Peoples Democratic Party,"",Member,Bauchi House of Assembly,"",Member,Bauchi
197,GOJE MOHAMMED DANJUMA,2011-05-29,2014-01-29,3581,3132,Peoples Democratic Party,"",Member,Senate,"",Senator,Gombe CENTRAL
378,RAFIU ADEBAYO IBRAHIM,,2014-01,5189,3058,Peoples Democratic Party,"",Member,Kwara State House of Assembly,"",Honourable Member,Kwara
378,RAFIU ADEBAYO IBRAHIM,2011-05-29,2014-01,3462,3058,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ifelodun/Offa/Oyun
731,MADUBUEZE PETER OBIANO,,2019-05,6343,6342,All Progressives Grand Alliance,"",Member,Federal House of Representatives,"",Federal Representative,Anambra East/Anambra West
783,YUNUSA AHMAD ABUBAKAR,,2019-06,6468,6467,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Yamaltu/Deba
12,ABDULLAHI SALAME BALARABE,,2010,4052,2900,Peoples Democratic Party,"",Member,Sokoto State House of Assembly,"",Speaker,
12,ABDULLAHI SALAME BALARABE,,2014,4053,2900,Peoples Democratic Party,"",Member,Gwadabawa L.G,Supervisor Edu. & Social Dev. ,Councillor,
12,ABDULLAHI SALAME BALARABE,2008-04-11,2008-05-28,4051,2900,Peoples Democratic Party,"",Member,"Sokoto State, Nigeria","",Ag. Governor,
12,ABDULLAHI SALAME BALARABE,2011-05-29,2014,3184,2900,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Illela/Gwadabawa
12,ABDULLAHI SALAME BALARABE,2014,2019-05-29,3184,6600,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Illela/Gwadabawa
12,ABDULLAHI SALAME BALARABE,2014,,4053,6600,All Progressives Congress (APC),"",Member,Gwadabawa L.G,Supervisor Edu. & Social Dev. ,Councillor,
848, BAMGBOSE JOSEPH H,,2019-05,6646,6645,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Badagry
